id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
ENSG00000087448.11	3	0.69152	0.69156	1.0	12490	0	0.16589	0.20146	0.30927	0.988895	6365	1	0.16589
ENSG00000176204.14	3	0.69165	0.69168	1.0	12491	0	-0.2571	0.91162	0.91171	1.0	17023	0	-0.2571
ENSG00000188897.10	3	0.69165	0.69168	1.0	12492	0	0.49455	0.068301	0.12616	0.94789	2712	1	0.49455
ENSG00000163060.8	3	0.69194	0.69198	1.0	12493	0	0.15192	0.66686	0.66691	1.0	12813	0	0.15192
ENSG00000169618.7	3	0.69194	0.69198	1.0	12494	0	-0.085415	0.81303	0.813	1.0	15354	0	-0.085415
ENSG00000147955.18	3	0.69194	0.69198	1.0	12495	0	-0.19868	0.053999	0.10541	0.94789	2259	1	-0.19868
ENSG00000187772.8	3	0.69194	0.69198	1.0	12496	0	-0.12324	0.45614	0.47979	1.0	9556	1	-0.12324
ENSG00000161021.13	3	0.69194	0.69198	1.0	12497	0	-0.17618	0.58307	0.58563	1.0	11452	1	-0.17618
ENSG00000144354.15	3	0.69194	0.69198	1.0	12498	0	-0.17195	0.025144	0.062492	0.903079	1403	1	-0.17195
ENSG00000121769.8	3	0.69194	0.69198	1.0	12499	0	0.072473	0.38192	0.42553	1.0	8606	1	0.072473
ENSG00000126460.11	3	0.69194	0.69198	1.0	12500	0	-0.36642	0.83943	0.83949	1.0	15814	0	-0.36642
ENSG00000013619.15	3	0.69194	0.69198	1.0	12501	0	1.3734	0.021835	0.056123	0.89022	1271	2	1.3734
ENSG00000180638.19	3	0.69194	0.69198	1.0	12502	0	0.17745	0.74624	0.7465	1.0	14195	0	0.17745
